date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2019-01-21, Busser/Runner,"Atlanta, GA",Former Employee ,its okay not the best job,its okay not the best job,0,"fun environment and benefits , and interactive training process.","overworked and underpaid, and they expect you to dedicate your whole life to them.",Need to value their employees.,3.0,2.0,3.0,4.0,2.0,4.0
2019-01-06,,,Current Employee ,Server & Trainer,Server & Trainer,0,"Great company atmosphere, benefits and culture. I enjoyed going to work.",Lots of hours on your feet,,5.0,4.0,5.0,3.0,5.0,5.0
2019-01-07, Maintenance Technician,"El Paso, TX",Current Employee ,Maintenance Technician,Maintenance Technician,0,Awesome fellow crew workers and management.,Very competitive hours to be given.,,4.0,4.0,3.0,3.0,3.0,3.0
2019-01-16, Bayhost,"Chesterfield, MO",Current Employee ,It’s just ok.,It’s just ok.,0,"They offer benefits, have flexible schedules","They hire way too many people and not enough shifts to go around, kitchen is always messed up, managers can never be found, managers pick favorites, the server manager isn’t great, food is bad, very competitive",Care more about your “associates” and fairly divy hours,3.0,2.0,3.0,4.0,4.0,1.0
2018-12-27,,,Current Employee ,Bartender,Bartender,0,Fun environment to work in,Not great pay for bartenders.,,4.0,,,,,
2018-12-26, Shift Lead,"Austin, TX",Current Employee ,Great environment,Great environment,0,Most associates are friendly,Managements has a lot of favoritism,Treat everyone fairly,5.0,1.0,4.0,5.0,3.0,2.0
2018-12-26, Marketing Coordinator,,Current Employee ,Great Marketing Experience,Great Marketing Experience,0,The Company gives you so much room to grow and coaching along the way. Awesome benefits of free Topgolf at all locations.,Long hours with community outreach,,5.0,5.0,5.0,5.0,4.0,5.0
2019-01-07,,,Current Employee ,Don’t do it unless you are desperate!!,Don’t do it unless you are desperate!!,0,Big tips. Free golf at not popular times. Other than than NONE!!!,Never enough hrs to go around. Always hiring. People get lost in the mix.They push a lot of culture that is not how they really operate,Care more about the staff than the bottom line. We try as hard as we can in the environment we work in,3.0,1.0,1.0,3.0,3.0,1.0
2018-12-17, Team Lead,,Current Employee ,Team Lead,Team Lead,0,Its fun to go into work everyday,Moving up in the current locations and not have to relocate so much.,,4.0,3.0,3.0,3.0,3.0,
2018-12-13,,,Former Employee ,Good till the end,Good till the end,0,It was a really great place to work and a fun environment.,"After two years of working as a busser and food runner, management did not promote me to a server when I rarely missed a shift and were very rude when I inquired about it.",Treat employees with more respect. I enjoyed working there until Chad left and new management took over.,4.0,2.0,5.0,5.0,3.0,1.0
2018-12-11,,,Current Employee ,Fun Job,Fun Job,0,Lots of fun at job. Enable you to take action for guest.,Hardly see management. Very hands off from them.,,4.0,5.0,5.0,5.0,4.0,5.0
2018-12-23,,"Nashville, TN",Current Employee ,A Year at Topgolf,A Year at Topgolf,0,"- Flexible Scheduling
- Fellow associates
- Leadership opportunities","-Hectic work environment
- Lack of care for associates during popular days
- Management",Management needs to really vet who they are hiring instead of hiring solely to increase the number of associates at the venue. Topgolf is not the right for for everyone.,3.0,2.0,3.0,4.0,3.0,3.0
2018-12-10,,,Former Employee ,Golfs,Golfs,0,"Good tips, nice people, good environment","Long hours, busy nights, others",,4.0,,,,,
2018-12-22,,,Former Employee ,Ok.,Ok.,0,Customers. Co workers were like family.,Long work days. Little to no breaks.,,2.0,,,,,
2018-12-03, Bayhost,"Mount Laurel, NJ",Current Employee ,Bayhost,Bayhost,0,"Great environment, management truly cares about associates","Long late night hours, strenuous on joints",,5.0,4.0,5.0,5.0,5.0,5.0
2018-12-17, Bayhost,"Miami, FL",Former Employee ,Bayhost,Bayhost,0,"Flexible hours, upbeat atmosphere, decent pay, kind for time off, made some cool friends","Some “bad apples” who don’t really embrace #oneteam, can be slow during the day, poor office/manager communication",Communicate more with your staff! I was let go for something that never happened and was left in the dark for months. Topgolf was the best job I had but now I can’t even go back to it :-/ when going through the rehire process I experienced more poor communication on several occasions. Wish I could go back!,3.0,5.0,5.0,4.0,3.0,3.0
2018-12-17,,"Tampa, FL",Former Employee ,Sales Coordinator,Sales Coordinator,0,Cool environment. Fun place to work,"Management. Worst management team I have seen. Lawsuits, HR investigations, etc.

Plays favorites, crosses the line between professional and personal to much. Works her employees way to hard. Starts drama weekly by starting rumors, When she needed to correct me, she made other people do it. Changing seating and changing policies all the time. One week you can do this. The next week you can do that. If one of her friends wants to work from home, then she lets everyone work from home to accomodate her friend. Mood changes daily. Been investigated multiple times by HR, shes lucky people are more afraid of her than HR, otherwise we would have been honest when questioned by HR. I feel bad for everyone else who is left. Glad I got out when I did.","Numbers are not the only important thing in the sales department. You need new leadership, or more people will keep quitting. Find a way to cut out the drama in the sales department.",2.0,1.0,3.0,4.0,3.0,1.0
2018-11-30,,,Current Employee ,Epic,Epic,0,I get to satisfy excited people!,Taking a Rush/ Large Party’s,,5.0,,,,,
2018-12-12,,,Current Employee ,Managing at a topgolf venue,Managing at a topgolf venue,0,"Good atmosphere, fun environment, good coworkers, family-like feeling","little to no recognition of efforts, non-competitive pay, poor review/rating system, insignificant raises","Take more effort to recognize efforts, better develop leaders, think about more than just sales or the bottom line.",3.0,2.0,4.0,3.0,2.0,2.0
2018-11-26,,,Former Employee ,Bayhost,Bayhost,0,"Money was pretty good and you were always busy on weekends. Tee lines were kept decently warm by the overheat heaters during winter, which was nice","Guests could be extremely rude, but I also worked in a location that had a higher cost of living. Lots of workplace politics, but I was only there on weekends so I got to avoid most of it",Management was decent overall. No problems here,4.0,4.0,4.0,5.0,4.0,5.0
2018-11-21, Bayhost,"Dallas, TX",Former Employee ,fun place to work,fun place to work,0,"loved working here! great co-workers, managers and customers! always a fun time","its a service industry job, so the typical cons that come along with that.",,5.0,2.0,5.0,4.0,3.0,5.0
2018-12-07,,,Former Employee ,Fun place to work if it's not busy.,Fun place to work if it's not busy.,0,"cool, small benefits like cool events, people and parties etc.","can be very busy on the weekends, leading to chaos. at least at the Atlanta location",,2.0,2.0,2.0,3.0,2.0,1.0
