date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2018-02-19,,"San Mateo, CA",Current Employee ,Our company is really GREAT!,More than a year,0,"Our new building is amazing, free gym access, delicious food.
Working with so many talents and create products that we are all proud of together - everyone here is nice and awesome
Awesome Culture - our CEO is amazing and our team is amazing. My lead always cares about my future career goal and my opinions.
401plans, vision plan, dental plan, reimbursement, free Roblox toys
I am very happy working here and it is like my second home.",Maybe we can have a bonus in future? Everything is awesome to me so far.,The company is growing fast and we are getting better.,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-13,,,Current Employee ,Great company with lots of potential,,0,"-Ability to accelerate your career - leadership recognizes hard work and talent
-Company as a whole is in rapid growth
-Great perks & benefits (free cal train go pass, free lunches, fitness reimbursement, etc.)
-Brand new office","-With a company in hyper-growth, comes growing pains. At times decisions/ processes change rapidly",,5.0,3.0,4.0,5.0,5.0,4.0
2018-03-15, Software Engineer,,Former Employee ,Good Workplace but...,More than a year,0,"Nice Co-workers
Free Snacks
Decent salary
Management was pretty nice",I'm not sure if I'm the only person who have experienced this or maybe other women have also experience the same thing. I have seen other women getting harassed in the workplace. I have been sexually assaulted in the restroom.,,1.0,3.0,2.0,4.0,3.0,
2018-02-04,,"San Francisco, CA",Current Employee ,People Team,Less than a year,0,"Passionate people who care about the products, the teams and the community. A lot companies claim to have a special culture, Roblox is the real deal. Growing fast but still small enough to feel like you are a part of family and large enough that you feel solid job security and growth opportunities.","There's a shortage of talented engineering leaders and managers to help the company grow to its full potential. But, that's starting to change.",,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-07, Technical Sourcer,,Current Employee ,Loving that People Team Life!,Less than a year,0,"People team is awesome!
Free lunch every day
Cal Train Go Pass!
401k Plan
Amazing, passionate, talented people everywhere!","I wanted a windows pc but they gave me a mac.
Work from home policy could be better.
I can't think of any other cons.",Continue international expansion and put more emphasis on marketing and PR.,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-12, Technical Recruiter,"San Mateo, CA",Current Employee ,Coolest Place to Work In Silicon Valley,Less than a year,0,Great management and passionate employees.,The exit off the freeway getting to the building.,Keep up the great work.,5.0,4.0,5.0,5.0,5.0,5.0
2018-02-12, Product Manager,"San Mateo, CA",Current Employee ,Great place to work,Less than a year,0,"Brilliant coworkers, visionary leadership, solid work-life balance, fun environment, new office, promising career (and company) trajectory",Very difficult to get in the door,Continue to stay vision and value oriented,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-07,,,Current Employee ,On it's way to being the best company to work for!,,0,"We have hired some key leaders in the last few months that have really set the standard! Roblox has always had the potential but now I think it's unstoppable!

A few amazing things thus far:
- the new building
-lunch everyday and many options
-medical, dental, vision are top-notch
-countless opportunities to make an impact","-dated tools
-poor community engagement
(But nothing that can be fixed!)",,5.0,3.0,4.0,5.0,5.0,4.0
2018-02-11,,"San Mateo, CA",Current Employee ,Keeps Getting Better!,More than 3 years,0,I have been at Roblox over 2.5 years. It has been an amazing place to work. The people are smart and kind. It is amazing what has been accomplished in the time I have been there!,Not a small company anymore... But it has scaled with grace!,"Keep on doing what you are doing. The leadership team truly cares about the company, and the community!",5.0,5.0,5.0,5.0,5.0,5.0
2018-02-07,,,Current Employee ,G&A,,0,"Some of the best benefits out there, especially for a start up:

- free lunch 5 days/week (really good food!)
- 401K matching
- top notch medical and dental insurance
- flexible PTO policy
- Wellness stipend
- Caltrain Go Pass
- fun collaborative work environment
- competitive salaries","Company is growing fast. If you don't like change, this isn't the place for you",,5.0,4.0,5.0,5.0,5.0,5.0
