date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2016-02-24, Web Designer + Front,"Chicago, IL",Former Employee ,One of the best places I have ever worked!,One of the best places I have ever worked!,0,"Tecture was a great company for me to break into the digital marketing world, and get my feet wet. It's a unique team of individuals with vast skill sets, great place to learn and grow in the digital field. Fun culture, great people, great location, and most of all awesome projects. I'd suggest giving Tecture a try!","It's a fast paced environment, and you need to be ready want to learn. This is not a job for those who are just looking for a job to ""get by.""",I don't have really any complaints,5.0,5.0,5.0,5.0,5.0,5.0
2016-02-07,,"Chicago, IL",Current Employee ,Great Culture - good place to work and grow,Great Culture - good place to work and grow,0,"Great work culture. Collaborative and casual, creative variety, and great coworkers. Teamwork is the best part of the environment. Lots of small projects, with some large project as well. Employees are heard at Tecture, and input is not only welcomed, it's expected. Management is very approachable, and work life balance is good. Benefits are great for a small company.",Haven't come across any yet!,Keep doing what you're doing.,5.0,5.0,5.0,5.0,5.0,5.0
2012-01-29,,,Current Employee ,Great place to start your career,Great place to start your career,0,"Smart and enthusiastic people, mostly cool projects, small company so can get involved in the inner working pretty easily, management wants to help you excel at what you're doing","Long hours without compensation for it
Small company, so not so many large projects, but cool non-the-less
A bit of a relaxed environment allows for other to goof off sometimes too much",,5.0,4.0,4.5,3.0,4.5,
