date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2019-03-06,,,Current Employee ,Great colleagues and nurturing work environment.,Great colleagues and nurturing work environment.,0,Great group of people to work with. Management has a very open door policy and is always willing to listen and help. Great mentors in the organization that really help foster growth and development. Love working here!,None cons come to mind.,,5.0,5.0,5.0,4.0,5.0,5.0
2017-10-16,,,Current Employee ,Awesome Job!,Awesome Job!,0,"Great company to work for! I love working at Dividend, everyone that works here is so nice and the atmosphere is always up beat. There are so many opportunities for growth and ideas are always welcome and taken into consideration.",I can't think of any cons.,,5.0,5.0,5.0,5.0,5.0,5.0
2017-10-26, Inside Sales Specialist,"San Diego, CA",Current Employee ,Great Startup Transitioning to Corporate,Great Startup Transitioning to Corporate,0,"Great Culture, opportunity to learn from different departments, great leadership team","Job stability, lack of opportunities to grow, not a lot of communication between different offices on industry current events,",More communication with team members,4.0,5.0,5.0,4.0,4.0,4.0
2017-10-02," Director, Product Management","San Diego, CA",Current Employee ,Great Corporate Culture with the Plus of Helping the Environment,Great Corporate Culture with the Plus of Helping the Environment,0,"The company has a great corporate culture. Co-workers are very friendly and the office atmosphere stays upbeat. In addition, we are making it easier for people to go solar and reduce their energy use, so at the end of the day feels pretty good.",Np cons to mention right now.,,5.0,5.0,5.0,5.0,5.0,5.0
